"","age","education","evac_orders","evacuation","gender","Q1_1","Q1_2","Q1_3","Q1_4","Q1_5","Q1_6","Q10","Q11","Q12a_1","Q12b_1","Q13a_1","Q13b_1","Q14_1","Q14_10","Q14_11","Q14_12","Q14_13","Q14_14","Q14_15","Q14_16","Q14_17","Q14_18","Q14_19","Q14_2","Q14_20","Q14_21","Q14_22","Q14_3","Q14_4","Q14_5","Q14_6","Q14_7","Q14_8","Q14_9","Q15_1","Q15_2","Q15_3","Q15_4","Q15_5","Q15_6","Q15_7","Q16","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q18_1","Q18_10","Q18_11","Q18_12","Q18_13","Q18_14","Q18_15","Q18_16","Q18_17","Q18_18","Q18_19","Q18_2","Q18_20","Q18_21","Q18_22","Q18_3","Q18_4","Q18_5","Q18_6","Q18_7","Q18_8","Q18_9","Q19","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27_1","Q27_2","Q27_3","Q27_4","Q28_1","Q28_2","Q29","Q3_1","Q3_2","Q3_3","Q3_4","Q3_5","Q3_6","Q3_7","Q3_8","Q30","Q31","Q32_1","Q32_2","Q33","Q34","Q35_1","Q35_2","Q35_3","Q36","Q37","Q38","Q39","Q4_1","Q4_10","Q4_11","Q4_12","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q40","Q41","Q5","Q7_1","Q7_2","Q7_3","Q7_4","Q7_5","Q7_6","Q7_7","Q8","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_6","Q9_7","Q9_8","risk_area"
"761",70,16,"voluntary","no","female",NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,NA,4,1,1,5,1,1,1,NA,"70",1,"1","1","2",3,5,2,2,1,1,3,5,4,3,NA,3,3,3,5,5,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"762",56,18,"voluntary","no","male",1,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,5,5,5,5,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,1,3,1,1,5,1,2,2,2,"56",4,"","","",4,4,1,1,1,5,1,5,1,1,1,1,2,5,5,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"763",58,18,"voluntary","no","male",1,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,5,5,5,5,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,1,1,1,1,5,1,1,3,3,"58",1,"0","5","",4,8,1,1,3,1,2,4,3,3,3,5,3,2,3,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"764",64,16,"voluntary","no","female",3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,4,4,4,4,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,1,1,3,1,1,3,1,1,1,1,"64",1,"1","3","",3,4,2,1,1,1,1,1,1,1,1,4,4,1,1,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"765",60,16,"voluntary","yes","male",4,4,4,3,1,3,0,1,4,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5,4,4,5,4,"2","",NA,"Laredo",2,2,1,1,1,1,1,1,1,2,5,5,3,3,4,4,4,5,1,1,3,2,"60",1,"","2","",3,8,1,1,2,1,3,5,3,3,4,4,4,5,5,2,1,4,2,5,3,2,6,6,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"766",77,21,"voluntary","no","male",1,4,3,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,5,5,5,5,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,1,1,3,3,3,5,1,1,3,2,"77",1,"","","2",5,5,1,1,5,2,4,5,3,5,4,5,2,5,5,3,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"767",67,18,"voluntary","no","male",3,5,5,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,2,3,5,3,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,2,2,1,1,4,1,2,2,1,"67",3,"","1","1",4,4,1,1,2,1,4,5,2,2,2,3,4,3,4,4,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"768",68,16,"voluntary","no","male",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,1,1,2,NA,"68",4,"","1","",3,2,1,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"769",65,21,"voluntary","no","female",NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,5,4,5,5,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,3,1,3,3,3,5,1,1,3,3,"65",1,"","","2",5,7,2,1,2,4,1,2,3,3,1,2,5,1,4,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"770",58,18,"voluntary","no","male",2,5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,2,3,3,3,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,2,2,2,4,5,1,1,3,1,"58",1,"0","1","1",4,7,1,1,2,1,1,1,2,2,2,3,1,1,2,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"771",53,21,"mandatory","yes","male",2,3,3,3,1,2,1,NA,4,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",5,5,5,5,5,"3","0",NA,"Dilley",2,2,1,1,1,1,1,1,1,2,5,5,1,1,3,3,3,5,1,1,3,1,"53",1,"3","8","0",5,8,1,1,1,1,1,2,3,4,5,4,1,1,2,1,2,4,2,4,2,4,5,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"772",48,16,"mandatory","no","female",1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,1,1,3,2,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,1,1,2,1,5,5,1,1,3,2,"48",1,"","2","",3,4,2,5,1,5,2,2,2,2,1,1,1,5,5,5,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"773",89,16,"mandatory","yes","female",4,4,4,1,1,5,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5,3,3,5,5,"1","0",1,"Goliad",NA,1,2,NA,NA,NA,NA,1,1,2,5,5,1,1,3,4,2,5,1,1,3,2,"89",4,"","","1",3,NA,2,1,3,1,1,1,5,5,5,5,4,2,4,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"774",57,12,"mandatory","no","male",1,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,2,2,2,2,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,1,2,3,4,4,5,1,1,2,2,"57",3,"","1","",2,1,1,1,1,5,5,5,1,3,1,1,4,3,5,5,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"775",78,16,"mandatory","no","female",1,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,4,4,5,5,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,1,2,3,2,5,5,1,3,3,2,"78",1,"","","2",3,4,2,1,3,1,3,4,3,3,4,2,3,3,4,4,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"776",54,16,"mandatory","no","female",1,3,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,3,3,3,1,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,3,4,1,5,5,1,2,3,2,"54",2,"1","1","",3,1,2,1,1,5,1,1,1,1,1,1,1,1,1,4,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"777",69,16,"mandatory","yes","female",5,5,5,5,5,4,1,NA,5,13,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5,5,5,5,5,"3","0",NA,"Fredericksburg, TX",2,2,1,1,1,1,0,1,2,2,4,5,2,1,5,1,4,5,1,1,3,2,"69",1,"","","1",3,7,2,1,3,1,1,3,2,NA,3,2,1,4,5,2,2,4,2,1,1,3,3,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"778",44,16,"mandatory","yes","female",1,4,3,2,5,2,1,NA,4,15,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",4,1,2,3,4,"2","0",3,"Victoria",3,2,1,1,1,1,0,1,2,1,5,5,NA,5,5,5,5,5,1,2,3,1,"44",1,"3","4","",3,1,2,2,2,1,1,1,5,5,5,4,4,1,2,1,2,4,2,4,3,3,3,4,3,3,2,1,1,1,0,0,0,0,0,"no"
"779",33,12,"mandatory","yes","female",NA,5,5,NA,5,5,1,NA,5,8,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5,NA,NA,5,5,"0","0",1,"Cotulla, Tx.",2,2,1,1,1,1,0,1,1,1,3,3,2,2,2,2,3,2,1,2,2,2,"33",2,"4","1","",2,1,2,1,3,2,2,3,2,4,5,2,2,1,2,3,1,5,2,1,1,4,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"780",51,21,"mandatory","yes","female",1,5,5,5,3,1,0,2,4,18,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",5,5,5,5,5,"4","1",NA,"New Braunfels",2,1,1,1,1,0,0,2,1,2,4,4,2,3,3,4,2,5,1,1,3,1,"51",1,"3","2","",5,8,2,1,1,1,1,1,2,2,4,4,4,4,2,1,2,5,2,1,1,3,4,6,4,4,2,1,0,0,0,1,1,0,0,"no"
"781",38,12,"mandatory","yes","female",3,3,3,3,5,5,1,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",5,5,5,5,5,"2","0",NA,"McAllen",1,2,1,1,1,1,1,1,2,2,5,5,5,5,5,5,5,5,1,2,3,1,"38",1,"1","1","",2,3,2,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,1,2,5,6,6,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"782",28,12,"mandatory","yes","female",5,5,5,5,5,5,1,NA,4,12,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5,5,5,5,5,"1","0",NA,"Austin, TX",2,2,1,1,1,1,0,1,1,1,5,5,5,5,5,5,5,5,1,2,3,3,"28",2,"4","1","",2,2,2,2,5,5,5,5,5,5,5,5,3,5,5,5,2,5,2,2,2,2,5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"783",69,21,"mandatory","yes","male",NA,NA,NA,3,NA,NA,1,NA,5,9,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5,2,2,4,3,"2","0",NA,"Frio, TX",3,4,1,0,1,1,0,1,1,2,3,4,1,2,3,3,2,NA,1,1,3,NA,"69",1,"","1","",5,7,1,1,2,1,3,4,2,3,4,4,3,3,3,2,2,4,2,1,1,3,6,6,3,4,2,0,0,0,0,0,0,0,1,"no"
"784",59,12,"mandatory","no","female",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,1,1,4,3,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,1,1,1,1,1,1,1,3,1,1,"59",3,"","6","",2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,5,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"785",64,21,"mandatory","no","male",1,5,2,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,5,5,5,5,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,1,1,2,1,2,3,1,1,3,1,"64",1,"","2","",5,5,1,1,3,1,4,5,2,4,3,5,4,5,5,4,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"786",58,12,"mandatory","no","female",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,2,NA,3,1,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,2,2,"58",1,"","2","",2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"787",90,16,"mandatory","yes","female",1,4,4,1,1,5,1,NA,6,14,NA,NA,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",3,1,1,2,2,"2","0",NA,"San Antonio, TX",2,2,1,1,1,1,0,1,1,NA,2,2,1,1,1,1,1,3,NA,1,1,1,"90",1,"","","2",3,2,2,1,2,1,1,1,2,3,2,3,1,1,1,2,2,4,2,1,1,2,3,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"788",63,12,"mandatory","yes","female",2,5,5,5,5,5,1,NA,4,11,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",5,1,4,5,4,"2","0",3,"Victoria",1,1,1,1,1,1,1,1,1,2,5,5,1,1,4,3,3,5,1,1,3,NA,"63",1,"0","1","1",2,2,2,1,1,1,1,1,1,3,3,5,1,1,1,1,2,4,2,1,1,1,6,6,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"789",88,16,"mandatory","no","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,"88",1,"","","2",3,3,2,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"790",75,10,"mandatory","yes","female",1,2,1,1,2,1,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",5,1,1,5,5,"2","0",3,"Austin",NA,1,1,NA,NA,NA,NA,1,2,2,4,5,2,2,2,2,1,3,1,1,2,2,"75",4,"","","1",1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,4,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"791",53,18,"mandatory","yes","male",1,2,1,2,1,1,0,2,3,14,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",1,1,5,3,3,"4","0",NA,"Wimberley",2,1,1,1,1,0,1,1,1,2,4,5,1,1,4,3,5,5,1,1,3,2,"53",2,"","1","1",4,1,1,1,3,1,2,3,4,4,5,1,2,1,5,1,2,4,2,1,1,1,6,5,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"792",71,21,"mandatory","yes","male",3,5,2,2,2,2,1,NA,4,18,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5,5,5,5,5,"3","0",NA,"San Antonio",2,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,"71",1,"","1","2",5,7,1,1,3,1,1,4,5,5,5,5,3,4,5,4,2,4,2,1,2,5,5,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"793",78,16,"mandatory","no","male",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,2,2,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,NA,"78",1,"","","2",3,7,1,1,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"794",69,18,"mandatory","yes","female",1,1,2,1,1,2,0,1,5,15,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2,1,1,2,2,"1","0",NA,"Alice, TX",2,1,1,1,1,0,0,1,NA,1,5,5,1,1,5,1,1,5,1,1,3,1,"69",2,"","1","1",4,1,2,1,5,1,1,1,5,5,5,5,3,1,2,1,1,4,2,1,2,2,4,5,5,1,2,1,1,1,0,1,0,0,0,"no"
"795",65,NA,"mandatory","no","male",1,5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,1,1,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,4,5,1,1,5,1,1,NA,3,"65",4,"","1","",NA,1,1,5,1,1,1,1,1,1,1,1,4,4,1,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
